Country,PurchaseOrderDate,Type,Product,Variant,SupplierCountry,Quantity,Value,Freight,Air,BDI,Doses,Weight,Distance,TotalShipmentWeight,prod vol,STORAGE CONDITION,Openness,PredictedWeight,FinalWeight,Volume
Guatemala,2023-05-18,Vaccine,1103.0,1.0,United States of America,300000.0,4050000.0,46700.0,175.0,977.0,1.0,0.020411111,3318.143,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.3,0.0204111109999998,0.020411111,144.39473109612084
Haiti,2023-05-18,Vaccine,1103.0,1.0,United States of America,40100.0,132330.0,9480.0,175.0,977.0,1.0,0.020411111,2475.965,818.4855511,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.8,0.0204161121599998,0.020411111,156.91113378547072
Panama,2023-05-23,Vaccine,7010.0,10.0,India,299520.0,35942.4,14500.0,175.0,977.0,10.0,0.038368056,15161.38,1149.200013312,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.5,0.0383276624799999,0.038368056,186.47323992583014
Panama,2023-05-23,Vaccine,8205.0,10.0,India,200000.0,341800.0,11424.0,175.0,977.0,10.0,0.03375,3580.789,675.0,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.5,0.03375,0.03375,135.31147291024024
Venezuela,2023-05-23,Vaccine,1404.0,12.0,India,357000.0,46410.0,4600.871484,175.0,977.0,20.0,0.041111111,3428.63,733.83333135,205.7486111111111,Should be -20° C or below,1.0,0.0381134765519999,0.041111111,287.6750749483714
Paraguay,2023-05-24,Vaccine,1901.0,10.0,France,150000.0,229500.0,5285.0,175.0,977.0,10.0,0.033933333,10168.73,508.99999500000007,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.3,0.0339333330000001,0.033933333,211.0742274330062
Paraguay,2023-05-25,Vaccine,7010.0,10.0,India,60000.0,7200.0,7400.0,175.0,977.0,10.0,0.038368056,15567.39,230.208336,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.3,0.0378429402399999,0.038368056,195.68908473794315
Anguilla,2023-05-26,Vaccine,7120.0,10.0,India,1000.0,178.0,1877.966101,175.0,977.0,10.0,0.027916667,2717.069,2.7916667,98.4,"Between +2° C and + 8° C, must not be frozen",2.2,0.0279166670000001,0.027916667,106.5167892482358
Anguilla,2023-05-26,Vaccine,8205.0,1.0,India,800.0,2848.0,1502.372881,175.0,977.0,1.0,0.043333333,2717.069,34.666666400000004,188.1,"Between +2° C and + 8° C, can also be frozen",2.2,0.0433333329999997,0.043333333,189.21587542774597
Panama,2023-05-29,Vaccine,8205.0,1.0,India,100000.0,356000.0,30576.0,175.0,977.0,1.0,0.043333333,3580.789,4333.3333,188.1,"Between +2° C and + 8° C, can also be frozen",2.5,0.0433333329999997,0.043333333,182.03403573008177
Panama,2023-05-30,Vaccine,6001.0,97.0,Belgium,100000.0,650000.0,43670.0,175.0,977.0,1.0,0.009766667,8814.414,976.6667,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",2.5,0.009766667,0.009766667,58.98628080760689
Panama,2023-05-30,Vaccine,1901.0,10.0,France,100000.0,153000.0,3187.0,175.0,977.0,10.0,0.033933333,8671.104,339.33333000000005,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.5,0.0339590287700001,0.033933333,212.2679163860287
Paraguay,2023-05-30,Vaccine,6001.0,97.0,Belgium,100000.0,650000.0,59180.0,175.0,977.0,1.0,0.009766667,10416.98,976.6667,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",2.3,0.009766667,0.009766667,56.7522191232741
Bermuda,2023-06-01,Vaccine,6001.0,97.0,Belgium,500.0,3250.0,1034.0,179.6,1091.0,1.0,0.009766667,5879.001,4.8833335,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",2.0,0.009766667,0.009766667,79.17199142380576
Dominican Republic,2023-06-01,Vaccine,6001.0,97.0,Belgium,230000.0,1495000.0,87670.0,179.6,1091.0,1.0,0.009766667,7324.625,2246.33341,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",2.6,0.009766667,0.009766667,58.83148138137104
Bermuda,2023-06-02,Vaccine,1103.0,1.0,United States of America,1500.0,20250.0,6300.0,179.6,1091.0,1.0,0.020411111,1248.121,30.6166665,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,143.0351115121254
Panama,2023-06-02,Vaccine,1103.0,1.0,United States of America,100000.0,1350000.0,10850.0,179.6,1091.0,1.0,0.020411111,3580.789,2041.1111,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.5,0.0204111109999998,0.020411111,143.31534919753688
Venezuela,2023-06-06,Vaccine,7010.0,10.0,India,695840.0,83500.8,36700.0,179.6,1091.0,10.0,0.038368056,14212.44,2669.802808704,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,185.09418051324272
Venezuela,2023-06-06,Vaccine,7010.0,10.0,India,695830.0,83499.6,36700.0,179.6,1091.0,10.0,0.038368056,14212.44,2669.764440648,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,185.09418051324272
Venezuela,2023-06-06,Vaccine,7010.0,10.0,India,695830.0,83499.6,36700.0,179.6,1091.0,10.0,0.038368056,14212.44,2669.764440648,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,185.09418051324272
Cuba,2023-06-07,Vaccine,8205.0,1.0,India,113200.0,402992.0,46176.0,179.6,1091.0,1.0,0.043333333,2114.841,4905.3332956,188.1,"Between +2° C and + 8° C, can also be frozen",1.3,0.0433333329999997,0.043333333,182.1565795118916
Cuba,2023-06-07,Vaccine,8205.0,10.0,India,205000.0,350345.0,12096.0,179.6,1091.0,10.0,0.03375,2114.841,691.875,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.3,0.03375,0.03375,134.51356275749657
Cuba,2023-06-07,Vaccine,7120.0,10.0,India,1700.0,302.6,94.424809,179.6,1091.0,10.0,0.027916667,2114.841,4.74583339,98.4,"Between +2° C and + 8° C, must not be frozen",1.3,0.0279166670000001,0.027916667,116.44523672207448
Uruguay,2023-06-07,Vaccine,8205.0,1.0,India,50000.0,178000.0,21233.0,179.6,1091.0,1.0,0.043333333,8617.354,2166.66665,188.1,"Between +2° C and + 8° C, can also be frozen",2.0,0.0433333329999997,0.043333333,184.8337994550848
Cayman Islands,2023-06-09,Vaccine,8201.0,1.0,Belgium,1500.0,7500.0,3840.0,179.6,1091.0,1.0,0.026041667,8069.901,39.0625005,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",2.0,0.0260416670000001,0.026041667,126.32952821812121
British Virgin Islands,2023-06-14,Vaccine,1901.0,10.0,France,100.0,153.0,1810.0,179.6,1091.0,10.0,0.033933333,6804.749,0.33933333,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",4.1,0.03365161079,0.033933333,222.56726774070245
El Salvador,2023-06-14,Vaccine,1901.0,10.0,France,1600.0,2448.0,1745.0,179.6,1091.0,10.0,0.033933333,8984.298,5.429333280000001,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.5,0.0339333330000001,0.033933333,224.92015919514978
Chile,2023-06-15,Vaccine,7010.0,10.0,India,180000.0,21600.0,7040.0,179.6,1091.0,10.0,0.02625,8271.045,472.5,98.4,"Between +2° C and + 8° C, must not be frozen",3.7,0.02641157408,0.02625,106.00095447090364
Chile,2023-06-16,Vaccine,8205.0,1.0,India,250000.0,890000.0,76128.0,179.6,1091.0,1.0,0.043333333,8271.045,10833.33325,188.1,"Between +2° C and + 8° C, can also be frozen",3.7,0.0433333329999997,0.043333333,185.39970733217797
Guatemala,2023-06-16,Vaccine,7405.0,1.0,India,64000.0,80640.0,21000.0,179.6,1091.0,1.0,0.018967014,15042.3,1213.8888960000002,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.0191364294999999,0.018967014,154.66141648606762
Peru,2023-06-16,Vaccine,7120.0,10.0,India,250000.0,44500.0,6800.0,179.6,1091.0,10.0,0.027916667,5890.553,697.9166749999999,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.0279166670000001,0.027916667,104.67469734630946
Peru,2023-06-16,Vaccine,7120.0,10.0,India,500000.0,89000.0,16128.0,179.6,1091.0,10.0,0.027916667,5890.553,1395.83335,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.0279166670000001,0.027916667,101.13642710401771
Guatemala,2023-06-20,Vaccine,7010.0,10.0,India,130000.0,15600.0,11950.0,179.6,1091.0,10.0,0.038368056,15042.3,498.784728,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.3,0.0383550434333332,0.038368056,201.70187583501718
Guatemala,2023-06-21,Vaccine,8205.0,1.0,India,100000.0,356000.0,30576.0,179.6,1091.0,1.0,0.043333333,3318.143,4333.3333,188.1,"Between +2° C and + 8° C, can also be frozen",3.3,0.0433333329999997,0.043333333,187.25529892080706
Bermuda,2023-06-23,Vaccine,1901.0,10.0,France,1000.0,1530.0,1181.0,179.6,1091.0,10.0,0.033933333,5764.324,3.3933333,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.0,0.0339333330000001,0.033933333,211.1737190620402
Paraguay,2023-06-23,Vaccine,1103.0,1.0,United States of America,250000.0,3375000.0,50500.0,179.6,1091.0,1.0,0.020411111,7537.521,5102.77775,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.3,0.0204111109999998,0.020411111,140.66269147165184
Peru,2023-06-23,Vaccine,8205.0,1.0,India,200000.0,712000.0,60840.0,179.6,1091.0,1.0,0.043333333,5890.553,8666.6666,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,187.0987325555813
Peru,2023-06-23,Vaccine,8205.0,1.0,India,200000.0,712000.0,60840.0,179.6,1091.0,1.0,0.043333333,5890.553,8666.6666,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,187.0987325555813
Peru,2023-06-23,Vaccine,1103.0,1.0,United States of America,500000.0,6750000.0,80900.0,179.6,1091.0,1.0,0.020411111,5890.553,10205.5555,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.2,0.0204111109999998,0.020411111,141.40815075151613
Peru,2023-06-23,Vaccine,1103.0,1.0,United States of America,500000.0,6750000.0,80900.0,179.6,1091.0,1.0,0.020411111,5890.553,10205.5555,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.2,0.0204111109999998,0.020411111,141.40815075151613
Ecuador,2023-06-26,Vaccine,1901.0,10.0,France,49400.0,75582.0,1887.0,179.6,1091.0,10.0,0.033933333,9367.098,167.63066502,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.0339481154100001,0.033933333,211.4222869534633
Peru,2023-06-26,Vaccine,8205.0,1.0,India,283400.0,1008904.0,86424.0,179.6,1091.0,1.0,0.043333333,5890.553,12280.6665722,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,186.9012361303919
Peru,2023-06-26,Vaccine,8205.0,1.0,India,283400.0,1008904.0,86424.0,179.6,1091.0,1.0,0.043333333,5890.553,12280.6665722,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,186.9012361303919
Peru,2023-06-26,Vaccine,8205.0,1.0,India,283400.0,1008904.0,86424.0,179.6,1091.0,1.0,0.043333333,5890.553,12280.6665722,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,186.9012361303919
Peru,2023-06-26,Vaccine,8205.0,1.0,India,283300.0,1008548.0,86424.0,179.6,1091.0,1.0,0.043333333,5890.553,12276.3332389,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,186.9012361303919
Peru,2023-06-26,Vaccine,1404.0,12.0,India,1374000.0,178620.0,23736.0,179.6,1091.0,20.0,0.041111111,5890.553,2824.3333257,205.7486111111111,Should be -20° C or below,3.2,0.0377360342833332,0.041111111,295.4680087285202
Uruguay,2023-06-26,Vaccine,7120.0,10.0,India,55000.0,9790.0,3940.0,179.6,1091.0,10.0,0.027916667,8617.354,153.5416685,98.4,"Between +2° C and + 8° C, must not be frozen",2.0,0.0279166670000001,0.027916667,106.41177183119767
Guatemala,2023-06-27,Vaccine,1301.0,5.0,Netherlands,28000.0,47600.0,2510.0,179.6,1091.0,5.0,0.034464286,9093.943,193.0000016,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",3.3,0.0341889050200002,0.034464286,150.8062703878242
Curacao,2023-06-28,Vaccine,8205.0,5.0,India,2000.0,3552.0,1512.0,179.6,1091.0,5.0,0.030208333,4733.0,12.0833332,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",3.4,0.0302083329999999,0.030208333,156.49960890673808
Nicaragua,2023-06-28,Vaccine,6001.0,97.0,Belgium,200000.0,500000.0,52250.0,179.6,1091.0,1.0,0.009766667,9021.177,1953.3334,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.0,0.009766667,0.009766667,56.80077502765919
Nicaragua,2023-06-28,Vaccine,7405.0,1.0,India,380000.0,478800.0,120200.0,179.6,1091.0,1.0,0.018967014,15167.33,7207.46532,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.0,0.0194549306399999,0.018967014,113.3309734049889
Honduras,2023-06-29,Vaccine,7405.0,1.0,India,142500.0,163875.0,21170.0,179.6,1091.0,1.0,0.0,14995.18,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.8,0.0209932233799999,0.0209932233799999,128.96873852026738
Honduras,2023-06-29,Vaccine,7405.0,1.0,India,142500.0,163875.0,21170.0,179.6,1091.0,1.0,0.0,14995.18,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.8,0.0209932233799999,0.0209932233799999,128.96873852026738
Colombia,2023-06-30,Vaccine,8205.0,5.0,India,1000000.0,1776000.0,84168.0,179.6,1091.0,5.0,0.030208333,4021.171,6041.6666000000005,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.8,0.0302083329999999,0.030208333,136.6296265639345
Colombia,2023-06-30,Vaccine,7120.0,10.0,India,200000.0,35600.0,6528.0,179.6,1091.0,10.0,0.027916667,4021.171,558.33334,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.0279166670000001,0.027916667,104.00160109424458
Colombia,2023-06-30,Vaccine,7120.0,10.0,India,230000.0,40940.0,7680.0,179.6,1091.0,10.0,0.027916667,4021.171,642.083341,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.0279166670000001,0.027916667,103.6417640555541
Colombia,2023-06-30,Vaccine,8205.0,1.0,India,200000.0,712000.0,60840.0,179.6,1091.0,1.0,0.043333333,4021.171,8666.6666,188.1,"Between +2° C and + 8° C, can also be frozen",1.8,0.0433333329999997,0.043333333,184.42360580092134
Colombia,2023-06-30,Vaccine,8205.0,1.0,India,300000.0,1068000.0,91104.0,179.6,1091.0,1.0,0.043333333,4021.171,12999.9999,188.1,"Between +2° C and + 8° C, can also be frozen",1.8,0.0433333329999997,0.043333333,183.58224117653157
Guatemala,2023-06-30,Vaccine,1404.0,12.0,India,27000.0,3496.5,2180.0,179.6,1091.0,20.0,0.0295,15042.3,39.825,2730.9555,Should be -20° C or below,3.3,0.0293340767169999,0.0295,2167.168710393154
Dominican Republic,2023-07-03,Vaccine,1301.0,5.0,Netherlands,289800.0,492660.0,19865.0,167.2,1127.0,5.0,0.034464286,7363.132,1997.55001656,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",2.6,0.0344598521066668,0.034464286,126.64286683687463
Guatemala,2023-07-03,Vaccine,1103.0,1.0,United States of America,49000.0,661500.0,9250.0,167.2,1127.0,1.0,0.020411111,3318.143,1000.144439,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.3,0.0204111109999998,0.020411111,145.4777724522157
Haiti,2023-07-03,Vaccine,1404.0,12.0,India,419000.0,54260.5,14780.0,167.2,1127.0,20.0,0.0295,13846.49,618.025,2730.9555,Should be -20° C or below,2.8,0.0316130418365,0.0295,1590.2218172476464
Nicaragua,2023-07-03,Vaccine,1103.0,1.0,United States of America,180000.0,594000.0,22200.0,167.2,1127.0,1.0,0.020411111,3408.012,3673.99998,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.0,0.0204111109999998,0.020411111,144.55202476960832
Nicaragua,2023-07-03,Vaccine,8205.0,1.0,India,140000.0,498400.0,47493.0,167.2,1127.0,1.0,0.043333333,3408.012,6066.66662,188.1,"Between +2° C and + 8° C, can also be frozen",3.0,0.0433333329999997,0.043333333,193.79648809170544
Nicaragua,2023-07-03,Vaccine,1103.0,1.0,United States of America,200000.0,660000.0,24600.0,167.2,1127.0,1.0,0.020411111,3408.012,4082.2222,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.0,0.0204130739633332,0.020411111,144.51717933899144
Trinidad and Tobago,2023-07-03,Vaccine,1301.0,5.0,Netherlands,29400.0,49980.0,3820.0,167.2,1127.0,5.0,0.034464286,7487.81,202.65000168,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",3.4,0.0344953970800002,0.034464286,131.5143735515378
Trinidad and Tobago,2023-07-03,Vaccine,1103.0,1.0,United States of America,35000.0,472500.0,6100.0,167.2,1127.0,1.0,0.020411111,3569.325,714.388885,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.4,0.0204111109999998,0.020411111,144.9419372477763
Nicaragua,2023-07-05,Vaccine,7010.0,10.0,India,350000.0,42000.0,24000.0,167.2,1127.0,10.0,0.038368056,15167.33,1342.88196,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.0,0.0383680559999999,0.038368056,210.10266893041765
Cayman Islands,2023-07-06,Vaccine,1103.0,1.0,United States of America,1700.0,22950.0,3850.0,167.2,1127.0,1.0,0.020411111,2488.701,34.6988887,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,147.9256590922555
Trinidad and Tobago,2023-07-06,Vaccine,1103.0,1.0,United States of America,35000.0,472500.0,6100.0,167.2,1127.0,1.0,0.020411111,3569.325,714.388885,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.4,0.0204111109999998,0.020411111,144.9419372477763
Guatemala,2023-07-10,Vaccine,7405.0,1.0,India,29737.0,37468.62,6356.899935,167.2,1127.0,1.0,0.018967014,15042.3,564.022095318,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.0193939410599999,0.018967014,197.4717824760254
Guatemala,2023-07-11,Vaccine,8205.0,1.0,India,15400.0,54824.0,4532.0,167.2,1127.0,1.0,0.043333333,3318.143,667.3333282,188.1,"Between +2° C and + 8° C, can also be frozen",3.3,0.0433333329999997,0.043333333,253.7638462714915
Peru,2023-07-11,Vaccine,7010.0,10.0,India,1000000.0,120000.0,32256.0,167.2,1127.0,10.0,0.02625,5890.553,2625.0,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.0284060278133333,0.02625,105.40545724559135
Uruguay,2023-07-11,Vaccine,7010.0,10.0,India,150000.0,18000.0,7100.0,167.2,1127.0,10.0,0.038368056,15606.99,575.5208399999999,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.0,0.0383276624799999,0.038368056,202.97157073950254
Colombia,2023-07-12,Vaccine,1301.0,5.0,Netherlands,600600.0,1021020.0,26840.0,167.2,1127.0,5.0,0.034464286,8927.356,4139.850034319999,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.8,0.0342966351933335,0.034464286,124.77091208784175
Curacao,2023-07-12,Vaccine,1103.0,1.0,United States of America,3000.0,40500.0,5070.0,167.2,1127.0,1.0,0.020411111,4733.0,61.233333,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.4,0.0204111109999998,0.020411111,144.3915777917301
Guyana,2023-07-12,Vaccine,8205.0,5.0,India,5500.0,9768.0,474.444444,167.2,1127.0,5.0,0.030208333,4096.591,33.2291663,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.3,0.0302083329999999,0.030208333,138.43332189460662
Guyana,2023-07-12,Vaccine,7010.0,10.0,India,5500.0,660.0,781.16279,167.2,1127.0,10.0,0.02625,4096.591,14.4375,98.4,"Between +2° C and + 8° C, must not be frozen",1.3,0.0286736112,0.02625,110.9326945727999
Guyana,2023-07-12,Vaccine,8205.0,1.0,India,11450.0,40762.0,1626.2389,167.2,1127.0,1.0,0.043333333,4096.591,496.16666285,188.1,"Between +2° C and + 8° C, can also be frozen",1.3,0.0433333329999997,0.043333333,184.16254636088513
Uruguay,2023-07-12,Vaccine,1301.0,5.0,Netherlands,50400.0,85680.0,2960.0,167.2,1127.0,5.0,0.034464286,11371.8,347.40000288,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",2.0,0.0344625161566668,0.034464286,129.7521807800704
Belize,2023-07-14,Vaccine,1901.0,10.0,France,1000.0,1530.0,2841.0,167.2,1127.0,10.0,0.033933333,8664.439,3.3933333,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.8,0.0339333330000001,0.033933333,225.4556007789712
Dominican Republic,2023-07-14,Vaccine,1901.0,10.0,France,7000.0,10710.0,790.0,167.2,1127.0,10.0,0.033933333,7178.52,23.753333100000003,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.6,0.0339351028433334,0.033933333,210.66361252086864
Guyana,2023-07-14,Vaccine,8205.0,1.0,India,11450.0,40762.0,1261.641583,167.2,1127.0,1.0,0.043333333,4096.591,496.16666285,188.1,"Between +2° C and + 8° C, can also be frozen",1.3,0.0433333329999997,0.043333333,184.30254924398966
Guyana,2023-07-14,Vaccine,7010.0,10.0,India,5500.0,660.0,606.028708,167.2,1127.0,10.0,0.02625,4096.591,14.4375,98.4,"Between +2° C and + 8° C, must not be frozen",1.3,0.0286736112,0.02625,110.22963623946656
Honduras,2023-07-14,Vaccine,1103.0,1.0,United States of America,113400.0,374220.0,14750.0,167.2,1127.0,1.0,0.020411111,3234.232,2314.6199874,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.8,0.0204111109999998,0.020411111,144.91395104764214
Nicaragua,2023-07-14,Vaccine,1901.0,10.0,France,2000.0,3060.0,1815.0,167.2,1127.0,10.0,0.033933333,8906.699,6.7866666,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.0,0.0339185552233334,0.033933333,268.9488021493346
El Salvador,2023-07-17,Vaccine,8205.0,1.0,India,100000.0,356000.0,33973.0,167.2,1127.0,1.0,0.043333333,3355.771,4333.3333,188.1,"Between +2° C and + 8° C, can also be frozen",3.5,0.0433333329999997,0.043333333,192.88865958382053
Guyana,2023-07-17,Vaccine,1103.0,1.0,United States of America,13250.0,43725.0,4500.0,167.2,1127.0,1.0,0.020411111,4096.591,270.44722075,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.3,0.0204111109999998,0.020411111,142.03501715724832
Uruguay,2023-07-17,Vaccine,1103.0,1.0,United States of America,50000.0,675000.0,9800.0,167.2,1127.0,1.0,0.020411111,8617.354,1020.55555,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,141.45283011970378
Venezuela,2023-07-17,Vaccine,7010.0,10.0,India,695800.0,83496.0,36700.0,167.2,1127.0,10.0,0.038368056,14212.44,2669.64933648,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,215.03538679539557
Venezuela,2023-07-17,Vaccine,7010.0,10.0,India,695800.0,83496.0,36700.0,167.2,1127.0,10.0,0.038368056,14212.44,2669.64933648,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,215.03538679539557
Venezuela,2023-07-17,Vaccine,7010.0,10.0,India,695900.0,83508.0,36700.0,167.2,1127.0,10.0,0.038368056,14212.44,2670.03301704,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,214.79050814956224
Venezuela,2023-07-17,Vaccine,7405.0,10.0,India,1728000.0,1468800.0,78624.0,167.2,1127.0,10.0,0.027916667,3428.63,4824.0000576,98.4,"Between +2° C and + 8° C, must not be frozen",1.0,0.0279166670000001,0.027916667,120.67431099262777
Colombia,2023-07-18,Vaccine,7010.0,10.0,India,79000.0,9480.0,5376.0,167.2,1127.0,10.0,0.02625,4021.171,207.375,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.02641157408,0.02625,103.71800199662299
Colombia,2023-07-18,Vaccine,1103.0,1.0,United States of America,400.0,5400.0,2700.0,167.2,1127.0,1.0,0.020411111,4021.171,8.164444399999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,142.51580489790564
Guatemala,2023-07-18,Vaccine,7010.0,10.0,India,100000.0,12000.0,7200.0,167.2,1127.0,10.0,0.038368056,15042.3,383.68056,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.3,0.0383550434333332,0.038368056,290.7335292390711
Sint Maarten,2023-07-18,Vaccine,1103.0,1.0,United States of America,700.0,9450.0,4200.0,167.2,1127.0,1.0,0.020411111,4774.0,14.2877777,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.9,0.0204111109999998,0.020411111,144.09948855090343
Venezuela,2023-07-18,Vaccine,7010.0,10.0,India,695830.0,83499.6,36700.0,167.2,1127.0,10.0,0.038368056,14212.44,2669.764440648,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,215.03538679539557
Venezuela,2023-07-18,Vaccine,7010.0,10.0,India,695830.0,83499.6,36700.0,167.2,1127.0,10.0,0.038368056,14212.44,2669.764440648,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,215.03538679539557
Venezuela,2023-07-18,Vaccine,7010.0,10.0,India,695840.0,83500.8,36700.0,167.2,1127.0,10.0,0.038368056,14212.44,2669.802808704,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.0383680559999999,0.038368056,215.03538679539557
El Salvador,2023-07-19,Vaccine,7010.0,10.0,India,499200.0,59904.0,27000.0,167.2,1127.0,10.0,0.038368056,15104.75,1915.33335552,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.5,0.0381256948799999,0.038368056,223.73035643200896
El Salvador,2023-07-19,Vaccine,1301.0,5.0,Netherlands,432600.0,735420.0,42509.0,167.2,1127.0,5.0,0.034464286,9089.134,2981.8500247199995,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",3.5,0.0343092658790002,0.034464286,141.92262943740917
Peru,2023-07-20,Vaccine,1901.0,10.0,France,355000.0,543150.0,14376.5,167.2,1127.0,10.0,0.033933333,10268.11,1204.6333215000002,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.2,0.0339811848533334,0.033933333,212.09391332219974
Peru,2023-07-20,Vaccine,1901.0,10.0,France,345000.0,527850.0,13376.5,167.2,1127.0,10.0,0.033933333,10268.11,1170.6999885,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.2,0.0339811848533334,0.033933333,212.09391332219974
Ecuador,2023-07-21,Vaccine,7405.0,1.0,India,361000.0,454860.0,105200.0,167.2,1127.0,1.0,0.018967014,15952.83,6847.092054000001,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0189873438599999,0.018967014,119.33860817216258
Curacao,2023-07-24,Vaccine,7405.0,1.0,India,3000.0,3450.0,1495.0,167.2,1127.0,1.0,0.0,14951.0,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.4,0.0209999999999999,0.0209999999999999,419.4723089386808
Curacao,2023-07-24,Vaccine,8205.0,1.0,India,400.0,1424.0,1042.0,167.2,1127.0,1.0,0.043333333,4733.0,17.333333200000002,188.1,"Between +2° C and + 8° C, can also be frozen",3.4,0.0433333329999997,0.043333333,187.94332376831187
